Order ID,Order Date,Product,Category,Region,Quantity,Unit Price,Discount,Sales,Cost,Profit
ORD0781,2025-04-17,Backpack,Bags,West,5,53.8,0.15,228.65,166.36,62.29
ORD0684,2025-04-18,Keyboard,Accessories,West,1,103.7,0.0,103.7,70.04,33.66
ORD0603,2025-04-18,Backpack,Bags,West,2,87.8,0.0,175.6,124.98,50.62
ORD0578,2025-04-19,Monitor,Electronics,East,7,185.84,0.0,1300.88,816.19,484.69
ORD0339,2025-04-19,Backpack,Bags,Central,4,87.88,0.0,351.52,273.37,78.15
ORD0458,2025-04-19,Backpack,Bags,Central,5,89.86,0.1,404.37,306.42,97.95
ORD0103,2025-04-21,Headphones,Electronics,West,1,133.47,0.1,120.12,81.64,38.48
ORD0409,2025-04-21,Headphones,Electronics,West,6,42.28,0.0,253.68,167.57,86.11
ORD0599,2025-04-22,Office Chair,Furniture,West,1,132.75,0.0,132.75,91.51,41.24
ORD0664,2025-04-22,Headphones,Electronics,East,1,105.91,0.1,95.32,66.58,28.74
ORD0548,2025-04-23,Mouse,Accessories,South,5,69.75,0.15,296.44,210.44,86.0
ORD0373,2025-04-23,Monitor,Electronics,North,2,150.45,0.05,285.85,197.21,88.64
ORD0775,2025-04-24,Office Chair,Furniture,Central,6,212.54,0.05,1211.48,794.3,417.18
ORD0401,2025-04-24,Monitor,Electronics,Central,5,440.61,0.0,2203.05,1601.19,601.86
ORD0180,2025-04-24,Office Chair,Furniture,Central,2,228.48,0.15,388.42,233.79,154.63
ORD0454,2025-04-24,Printer,Office Equipment,North,5,269.22,0.0,1346.1,957.52,388.58
ORD0514,2025-04-25,Monitor,Electronics,West,2,410.95,0.0,821.9,581.02,240.88
ORD0673,2025-04-26,Headphones,Electronics,West,1,176.4,0.1,158.76,101.7,57.06
ORD0639,2025-04-26,Backpack,Bags,North,4,35.38,0.0,141.52,100.43,41.09
ORD0242,2025-04-27,Office Chair,Furniture,West,3,94.74,0.0,284.22,165.28,118.94
ORD0074,2025-04-27,Mouse,Accessories,South,4,67.81,0.0,271.24,172.82,98.42
ORD0394,2025-04-27,Backpack,Bags,South,5,71.16,0.0,355.8,274.96,80.84
ORD0097,2025-05-01,Smartphone,Electronics,East,2,629.72,0.0,1259.44,931.84,327.6
ORD0001,2025-05-02,Monitor,Electronics,East,5,180.53,0.1,812.38,568.15,244.23
ORD0613,2025-05-02,Office Chair,Furniture,West,7,262.06,0.0,1834.42,1194.08,640.34
ORD0694,2025-05-03,Mouse,Accessories,East,2,28.44,0.1,51.19,35.25,15.94
ORD0479,2025-05-04,Backpack,Bags,North,7,102.02,0.0,714.14,510.47,203.67
ORD0295,2025-05-04,Laptop,Electronics,South,1,1021.23,0.0,1021.23,668.33,352.9
ORD0228,2025-05-06,Mouse,Accessories,South,4,20.6,0.15,70.04,54.14,15.9
ORD0210,2025-05-07,Backpack,Bags,North,4,75.79,0.1,272.84,184.49,88.35
ORD0357,2025-05-07,Laptop,Electronics,Central,4,1000.9,0.1,3603.24,2327.99,1275.25
ORD0494,2025-05-07,Keyboard,Accessories,North,3,66.19,0.0,198.57,144.89,53.68
ORD0515,2025-05-07,Smartphone,Electronics,East,2,584.26,0.0,1168.52,691.23,477.29
ORD0405,2025-05-08,Mouse,Accessories,North,7,20.29,0.1,127.83,93.8,34.03
ORD0748,2025-05-08,Keyboard,Accessories,North,5,99.58,0.0,497.9,370.46,127.44
ORD0654,2025-05-08,Mouse,Accessories,South,4,44.71,0.05,169.9,100.9,69.0
ORD0152,2025-05-10,Backpack,Bags,West,2,59.37,0.1,106.87,71.01,35.86
ORD0123,2025-05-10,Smartphone,Electronics,East,7,688.51,0.0,4819.57,3016.33,1803.24
ORD0325,2025-05-11,Monitor,Electronics,South,6,361.17,0.15,1841.97,1162.85,679.12
ORD0067,2025-05-13,Smartphone,Electronics,East,5,521.93,0.0,2609.65,1800.41,809.24
ORD0641,2025-05-15,Laptop,Electronics,West,4,682.49,0.15,2320.47,1418.36,902.11
ORD0114,2025-05-17,Backpack,Bags,South,4,107.03,0.0,428.12,310.89,117.23
ORD0091,2025-05-18,Desk,Furniture,North,4,233.22,0.05,886.24,637.67,248.57
ORD0110,2025-05-20,Smartphone,Electronics,North,6,641.02,0.0,3846.12,2797.09,1049.03
ORD0700,2025-05-21,Laptop,Electronics,East,6,923.73,0.15,4711.02,2866.71,1844.31
ORD0351,2025-05-22,Mouse,Accessories,West,6,50.9,0.05,290.13,174.72,115.41
ORD0437,2025-05-23,Printer,Office Equipment,West,7,335.56,0.15,1996.58,1375.44,621.14
ORD0692,2025-05-24,Printer,Office Equipment,West,2,335.32,0.05,637.11,422.29,214.82
ORD0643,2025-05-24,Printer,Office Equipment,Central,2,230.31,0.0,460.62,324.16,136.46
ORD0176,2025-05-25,Printer,Office Equipment,East,5,178.07,0.05,845.83,573.67,272.16
ORD0232,2025-05-25,Mouse,Accessories,South,7,66.79,0.05,444.15,301.77,142.38
ORD0079,2025-05-25,Headphones,Electronics,North,5,176.29,0.15,749.23,539.17,210.06
ORD0396,2025-05-27,Laptop,Electronics,South,4,836.71,0.0,3346.84,2590.19,756.65
ORD0400,2025-05-27,Smartphone,Electronics,East,1,282.71,0.0,282.71,200.17,82.54
ORD0153,2025-05-29,Printer,Office Equipment,East,1,124.84,0.05,118.6,74.61,43.99
ORD0426,2025-05-29,Headphones,Electronics,West,7,53.23,0.1,335.35,259.87,75.48
ORD0066,2025-05-31,Laptop,Electronics,North,4,781.47,0.05,2969.59,2169.21,800.38
ORD0164,2025-06-01,Desk,Furniture,East,2,318.53,0.05,605.21,429.72,175.49
ORD0779,2025-06-01,Smartphone,Electronics,South,6,363.19,0.1,1961.23,1351.95,609.28
ORD0249,2025-06-01,Smartphone,Electronics,North,1,605.63,0.0,605.63,394.96,210.67
ORD0446,2025-06-03,Smartphone,Electronics,West,5,490.35,0.05,2329.16,1384.96,944.2
ORD0549,2025-06-04,Office Chair,Furniture,South,1,221.04,0.15,187.88,140.26,47.62
ORD0225,2025-06-05,Mouse,Accessories,West,7,50.5,0.05,335.82,251.47,84.35
ORD0244,2025-06-05,Smartphone,Electronics,East,5,589.54,0.05,2800.31,1999.48,800.83
ORD0417,2025-06-06,Laptop,Electronics,West,2,836.79,0.0,1673.58,1285.46,388.12
ORD0146,2025-06-07,Headphones,Electronics,East,4,176.31,0.1,634.72,382.64,252.08
ORD0235,2025-06-08,Printer,Office Equipment,North,6,195.43,0.1,1055.32,821.74,233.58
ORD0310,2025-06-08,Keyboard,Accessories,West,4,30.02,0.05,114.08,79.84,34.24
ORD0440,2025-06-08,Mouse,Accessories,North,1,32.02,0.15,27.22,17.37,9.85
ORD0753,2025-06-10,Smartphone,Electronics,West,4,383.2,0.0,1532.8,1117.11,415.69
ORD0227,2025-06-10,Laptop,Electronics,North,7,739.88,0.0,5179.16,3095.64,2083.52
ORD0166,2025-06-10,Keyboard,Accessories,Central,1,76.15,0.05,72.34,52.63,19.71
ORD0408,2025-06-11,Printer,Office Equipment,South,3,360.68,0.05,1027.94,619.42,408.52
ORD0363,2025-06-11,Smartphone,Electronics,East,4,518.22,0.05,1969.24,1516.52,452.72
ORD0009,2025-06-11,Monitor,Electronics,South,6,300.41,0.0,1802.46,1394.95,407.51
ORD0270,2025-06-13,Keyboard,Accessories,North,2,103.14,0.0,206.28,155.21,51.07
ORD0750,2025-06-14,Printer,Office Equipment,North,5,177.88,0.0,889.4,582.81,306.59
ORD0544,2025-06-15,Desk,Furniture,South,6,335.15,0.0,2010.9,1429.49,581.41
ORD0090,2025-06-15,Mouse,Accessories,North,7,37.37,0.15,222.35,144.45,77.9
ORD0254,2025-06-16,Printer,Office Equipment,North,3,279.11,0.05,795.46,531.8,263.66
ORD0250,2025-06-16,Smartphone,Electronics,South,5,416.13,0.1,1872.58,1404.87,467.71
ORD0112,2025-06-17,Monitor,Electronics,South,2,301.04,0.05,571.98,354.83,217.15
ORD0057,2025-06-17,Monitor,Electronics,South,3,390.81,0.05,1113.81,828.77,285.04
ORD0716,2025-06-17,Monitor,Electronics,East,3,214.26,0.1,578.5,338.3,240.2
ORD0475,2025-06-17,Mouse,Accessories,East,2,37.38,0.0,74.76,53.9,20.86
ORD0292,2025-06-18,Mouse,Accessories,North,3,19.04,0.05,54.26,39.88,14.38
ORD0037,2025-06-21,Smartphone,Electronics,West,3,564.6,0.1,1524.42,897.46,626.96
ORD0425,2025-06-22,Mouse,Accessories,Central,3,54.37,0.05,154.95,114.55,40.4
ORD0619,2025-06-22,Laptop,Electronics,Central,5,821.38,0.1,3696.21,2753.29,942.92
ORD0281,2025-06-22,Smartphone,Electronics,West,5,708.87,0.05,3367.13,2086.85,1280.28
ORD0072,2025-06-22,Keyboard,Accessories,Central,3,48.63,0.0,145.89,97.29,48.6
ORD0420,2025-06-24,Mouse,Accessories,Central,2,44.75,0.15,76.08,56.97,19.11
ORD0516,2025-06-24,Headphones,Electronics,North,6,174.18,0.05,992.83,686.42,306.41
ORD0714,2025-06-26,Office Chair,Furniture,West,1,297.02,0.1,267.32,187.66,79.66
ORD0328,2025-06-26,Printer,Office Equipment,North,5,358.04,0.1,1611.18,956.29,654.89
ORD0229,2025-06-27,Headphones,Electronics,West,5,160.85,0.05,764.04,521.93,242.11
ORD0557,2025-06-28,Printer,Office Equipment,West,3,321.23,0.0,963.69,713.64,250.05
ORD0737,2025-06-28,Printer,Office Equipment,West,5,304.8,0.0,1524.0,1171.52,352.48
ORD0119,2025-06-28,Keyboard,Accessories,South,3,76.57,0.0,229.71,148.52,81.19
ORD0772,2025-06-29,Mouse,Accessories,South,2,65.6,0.1,118.08,81.76,36.32
ORD0645,2025-06-30,Laptop,Electronics,South,1,846.89,0.0,846.89,601.65,245.24
ORD0541,2025-07-01,Monitor,Electronics,Central,5,392.39,0.1,1765.76,1112.08,653.68
ORD0719,2025-07-01,Backpack,Bags,East,2,78.29,0.1,140.92,98.97,41.95
ORD0647,2025-07-01,Mouse,Accessories,South,5,19.83,0.0,99.15,75.15,24.0
ORD0282,2025-07-02,Monitor,Electronics,Central,1,300.83,0.05,285.79,214.02,71.77
ORD0165,2025-07-02,Keyboard,Accessories,West,5,32.31,0.05,153.47,99.44,54.03
ORD0093,2025-07-02,Smartphone,Electronics,East,3,382.08,0.0,1146.24,694.36,451.88
ORD0596,2025-07-02,Backpack,Bags,North,2,101.12,0.15,171.9,110.49,61.41
ORD0279,2025-07-02,Monitor,Electronics,South,6,178.37,0.0,1070.22,827.03,243.19
ORD0791,2025-07-02,Desk,Furniture,West,4,400.5,0.1,1441.8,1106.93,334.87
ORD0592,2025-07-03,Printer,Office Equipment,West,2,378.59,0.0,757.18,453.15,304.03
ORD0501,2025-07-06,Monitor,Electronics,Central,5,312.87,0.05,1486.13,941.87,544.26
ORD0615,2025-07-06,Monitor,Electronics,West,2,297.47,0.0,594.94,370.88,224.06
ORD0430,2025-07-07,Backpack,Bags,South,4,25.84,0.05,98.19,75.87,22.32
ORD0666,2025-07-07,Desk,Furniture,North,3,309.98,0.1,836.95,589.07,247.88
ORD0308,2025-07-07,Monitor,Electronics,North,5,120.62,0.0,603.1,353.3,249.8
ORD0755,2025-07-08,Monitor,Electronics,South,2,269.23,0.1,484.61,347.61,137.0
ORD0062,2025-07-09,Printer,Office Equipment,Central,4,211.61,0.1,761.8,493.77,268.03
ORD0660,2025-07-09,Laptop,Electronics,Central,7,779.09,0.05,5180.95,3158.53,2022.42
ORD0344,2025-07-09,Backpack,Bags,North,6,39.77,0.1,214.76,160.04,54.72
ORD0738,2025-07-10,Headphones,Electronics,West,6,159.48,0.0,956.88,689.92,266.96
ORD0469,2025-07-10,Mouse,Accessories,North,4,48.67,0.0,194.68,134.72,59.96
ORD0606,2025-07-10,Laptop,Electronics,South,1,833.17,0.0,833.17,585.55,247.62
ORD0061,2025-07-11,Monitor,Electronics,East,5,213.07,0.0,1065.35,777.84,287.51
ORD0601,2025-07-11,Monitor,Electronics,Central,2,227.84,0.0,455.68,339.62,116.06
ORD0600,2025-07-11,Office Chair,Furniture,East,4,241.17,0.0,964.68,727.95,236.73
ORD0189,2025-07-11,Smartphone,Electronics,North,4,345.56,0.1,1244.02,957.22,286.8
ORD0551,2025-07-12,Mouse,Accessories,West,2,44.17,0.1,79.51,59.0,20.51
ORD0623,2025-07-12,Office Chair,Furniture,West,5,312.87,0.1,1407.92,940.65,467.27
ORD0206,2025-07-13,Backpack,Bags,South,6,27.82,0.0,166.92,110.06,56.86
ORD0069,2025-07-13,Smartphone,Electronics,Central,7,484.35,0.0,3390.45,2235.43,1155.02
ORD0524,2025-07-13,Laptop,Electronics,West,6,805.13,0.1,4347.7,3305.79,1041.91
ORD0094,2025-07-14,Smartphone,Electronics,East,4,350.03,0.0,1400.12,1063.19,336.93
ORD0121,2025-07-15,Smartphone,Electronics,South,1,638.84,0.1,574.96,349.94,225.02
ORD0602,2025-07-16,Laptop,Electronics,North,5,835.59,0.0,4177.95,3242.56,935.39
ORD0026,2025-07-17,Laptop,Electronics,East,3,746.86,0.1,2016.52,1359.26,657.26
ORD0457,2025-07-18,Keyboard,Accessories,South,5,74.09,0.1,333.4,212.21,121.19
ORD0667,2025-07-19,Headphones,Electronics,South,4,106.35,0.1,382.86,239.86,143.0
ORD0286,2025-07-19,Laptop,Electronics,North,4,962.47,0.1,3464.89,2352.97,1111.92
ORD0359,2025-07-20,Laptop,Electronics,Central,4,738.09,0.05,2804.74,2040.49,764.25
ORD0569,2025-07-20,Office Chair,Furniture,West,4,94.11,0.05,357.62,241.1,116.52
ORD0651,2025-07-20,Smartphone,Electronics,South,1,760.87,0.0,760.87,512.12,248.75
ORD0387,2025-07-20,Backpack,Bags,North,5,56.48,0.0,282.4,190.56,91.84
ORD0484,2025-07-21,Headphones,Electronics,North,2,171.48,0.15,291.52,169.75,121.77
ORD0382,2025-07-21,Monitor,Electronics,West,4,134.78,0.1,485.21,373.29,111.92
ORD0075,2025-07-22,Laptop,Electronics,West,5,667.26,0.1,3002.67,2058.45,944.22
ORD0538,2025-07-23,Keyboard,Accessories,North,7,42.83,0.0,299.81,215.8,84.01
ORD0402,2025-07-23,Laptop,Electronics,South,3,927.01,0.0,2781.03,1779.52,1001.51
ORD0790,2025-07-24,Smartphone,Electronics,North,4,279.58,0.0,1118.32,728.69,389.63
ORD0659,2025-07-25,Keyboard,Accessories,East,4,86.73,0.0,346.92,229.11,117.81
ORD0016,2025-07-26,Office Chair,Furniture,South,2,151.36,0.0,302.72,178.03,124.69
ORD0350,2025-07-26,Printer,Office Equipment,South,4,169.83,0.1,611.39,361.83,249.56
ORD0197,2025-07-27,Smartphone,Electronics,East,1,608.42,0.0,608.42,458.06,150.36
ORD0031,2025-07-27,Keyboard,Accessories,East,3,42.93,0.0,128.79,92.74,36.05
ORD0607,2025-07-27,Headphones,Electronics,North,5,143.05,0.0,715.25,543.0,172.25
ORD0591,2025-07-29,Printer,Office Equipment,North,2,183.44,0.0,366.88,235.77,131.11
ORD0190,2025-07-29,Office Chair,Furniture,South,1,241.36,0.0,241.36,169.96,71.4
ORD0342,2025-07-30,Printer,Office Equipment,West,4,357.45,0.1,1286.82,885.54,401.28
ORD0332,2025-08-01,Smartphone,Electronics,West,7,667.13,0.1,4202.92,2452.78,1750.14
